,true_category,predicted_categorys
3367,4,4
56720,4,4
9197,4,4
6843,17,6
26280,1,4
56015,21,1
114795,1,1
103058,25,25
109173,4,4
77285,24,24
24378,2,23
78119,9,1
74436,9,4
23046,1,9
86276,1,1
41861,5,13
109093,4,7
27314,26,28
41894,4,13
9918,2,13
100778,25,25
62595,8,4
56372,4,4
74700,1,8
15835,2,4
123444,25,22
42069,9,9
10238,23,25
41744,4,4
95926,20,20
83131,4,4
20675,6,1
110429,11,12
106599,3,20
35460,26,4
92112,25,25
110134,11,7
32290,20,7
92697,11,11
33647,4,15
48325,1,1
24665,2,28
32537,4,4
92594,1,1
98269,30,12
85622,4,4
97546,4,4
54652,4,4
31203,9,9
96405,0,0
22648,4,4
84599,15,15
112514,25,25
109357,11,11
107989,4,4
42659,4,4
2280,8,9
86440,11,11
79891,1,1
48540,26,4
34900,9,9
66628,8,1
65348,1,1
16990,1,4
22663,4,4
35912,4,4
88401,25,25
46506,30,20
120275,4,4
118832,4,4
110817,1,1
123089,28,0
118437,23,20
115907,7,10
94191,13,23
69436,4,4
42449,14,4
72106,11,25
5216,4,11
121276,7,7
80475,10,10
93093,27,0
84830,4,4
84815,4,4
61981,4,4
62462,1,1
36747,25,4
81743,20,1
29801,8,4
40266,4,4
113993,12,25
31067,4,4
120033,0,5
58297,26,4
122100,8,1
77170,17,8
74576,1,1
41377,22,1
25327,24,10
52961,4,4
38781,4,4
114852,4,4
27743,1,4
45846,4,8
66751,28,4
67887,4,4
1517,6,1
118024,28,3
113784,3,3
108262,23,25
69667,4,4
60429,27,19
111385,10,10
57792,1,1
27016,22,7
11381,8,20
11704,9,15
37233,4,2
74110,8,4
109154,20,6
30943,20,20
40255,26,26
56944,25,25
20306,4,11
26063,26,26
21765,25,23
26618,4,3
96780,11,8
94323,15,15
62285,20,5
85933,16,7
114364,15,26
110604,28,26
22535,8,8
87583,4,4
8851,4,4
65419,4,4
49794,4,4
65972,9,9
27291,20,4
24528,4,4
14231,4,4
97907,1,1
93649,3,12
102585,19,4
89496,24,11
38347,23,4
89910,30,30
8231,7,4
44027,4,11
4818,4,4
90671,25,20
118677,25,4
7105,4,4
65987,5,0
29174,26,26
117876,18,10
10163,9,1
7316,4,4
53904,29,16
47469,21,4
105224,4,25
78354,4,4
104237,3,25
82380,8,4
4270,4,4
7242,1,1
52333,4,8
115046,8,25
33543,23,11
5851,10,10
58361,10,4
51908,4,4
36238,4,4
91107,20,20
20078,4,15
64525,4,4
32216,7,7
76198,4,4
77680,6,4
76123,4,4
7427,7,1
99753,12,11
77726,4,4
60366,4,4
33279,21,9
106924,3,7
48942,29,25
102725,27,7
1185,8,8
45757,4,4
80139,1,1
99504,4,4
110438,3,3
13387,4,7
18815,4,6
81215,1,8
41469,4,4
18387,8,1
65241,13,4
73896,24,24
113226,6,4
6351,4,4
11886,1,1
80681,13,8
7355,4,4
121929,25,25
118613,19,3
102050,9,9
101910,25,25
37294,24,24
9908,9,6
112072,10,10
118740,11,4
116307,13,4
58170,1,1
39981,7,25
92626,4,4
51004,4,4
63939,24,24
7748,20,20
107886,28,28
21982,4,4
88409,29,25
72096,5,7
101116,4,4
23243,4,4
35990,9,9
73806,4,4
7962,22,1
85108,5,25
20289,22,22
14038,4,4
70788,6,3
12258,6,7
104081,11,11
46227,1,1
79307,10,5
111139,18,3
115,4,4
57397,4,4
69176,13,13
90095,3,13
787,2,26
73713,3,11
101546,17,6
68770,1,1
95653,11,28
17524,2,29
110768,1,1
52294,4,4
82479,12,10
28029,21,1
16922,10,10
64718,6,1
17892,11,25
92636,10,10
29646,25,25
23869,4,4
49498,11,4
42740,4,4
23973,1,1
89885,3,4
109637,7,7
80062,25,4
51058,4,0
108688,13,4
3337,4,4
67109,21,21
18359,8,8
113169,1,1
96125,25,25
74304,13,8
64794,26,28
5210,4,0
15727,2,26
92228,11,11
29334,26,26
46466,9,9
35150,10,10
124710,19,7
32114,7,1
94038,11,11
88107,7,8
118565,30,7
84813,21,27
106333,24,24
13089,4,4
123175,28,4
75471,9,4
48952,6,9
29383,1,1
123189,25,1
8529,1,1
42827,4,4
75343,25,25
77587,11,11
67533,22,22
105836,25,24
22603,9,6
58522,6,1
9975,25,25
87836,28,3
73234,9,9
100774,12,11
54894,21,4
77122,6,4
22080,4,4
124725,16,25
63622,4,4
64993,4,4
90056,28,26
61564,1,1
90125,15,0
60822,12,24
78023,1,1
64485,1,1
101966,6,1
64939,4,4
36168,6,4
8776,7,15
54660,4,10
71417,6,7
23463,4,26
2734,1,1
111703,4,4
32263,4,4
109009,25,25
93601,5,13
109931,25,25
76867,4,4
104899,0,4
14196,9,9
72244,26,28
83085,1,1
25224,1,1
27295,25,25
8852,4,4
95472,4,4
68094,12,25
52103,6,6
24027,21,4
21109,4,4
23175,25,4
102743,4,25
42253,4,4
83977,5,1
66464,4,4
115833,10,10
39672,10,4
37324,25,25
49139,0,0
108330,1,25
111140,22,9
89656,3,4
89806,19,19
105628,25,11
90579,18,25
80577,20,1
55109,26,26
27300,25,25
4975,14,11
74717,26,26
68938,4,8
15100,3,4
64962,1,1
47920,1,1
44658,4,4
18478,1,1
28139,8,7
57497,26,10
35758,26,3
22978,6,6
35012,26,26
60226,12,24
47680,24,24
7520,2,28
18829,2,26
120793,29,5
113623,19,3
95890,1,1
74939,13,7
115892,28,28
93073,19,15
84319,13,4
70646,26,26
52081,1,1
107774,4,4
109861,25,25
70508,7,7
72695,4,4
111681,23,3
33372,4,4
23020,4,4
99690,25,25
92836,19,7
4900,4,4
97264,4,4
80348,30,9
100437,3,25
60838,4,4
20683,1,1
73592,25,25
99466,4,4
97105,1,20
91163,13,4
6234,1,1
27724,4,4
85596,15,4
110000,11,7
80496,4,25
42920,6,6
35621,4,4
8581,4,4
70513,5,10
61734,8,1
21210,2,25
47525,4,25
105230,3,3
13059,2,28
117780,4,4
97150,25,25
100475,4,4
89145,12,11
21885,1,1
84265,1,1
124176,25,25
37963,26,26
12545,9,1
9500,1,4
304,4,4
105906,15,4
12909,25,25
82454,11,20
25396,2,26
3200,5,5
25947,20,20
38296,20,20
82314,8,4
7339,4,4
52397,7,4
101832,0,5
71065,4,28
41550,26,28
43075,1,1
80614,4,1
113675,4,4
7473,4,4
14964,4,4
101647,22,1
73470,1,1
72465,1,1
74692,1,1
5709,9,10
42395,4,4
67234,10,10
56962,4,8
10424,3,23
105652,24,24
96595,4,4
56047,22,24
15200,4,4
105256,11,24
83500,28,28
123356,12,9
114452,6,0
93799,11,11
7633,2,4
44412,4,4
106472,15,15
32098,1,1
38340,1,4
81590,0,0
106173,9,4
19393,4,4
81221,6,4
51416,29,20
52730,17,6
19670,4,4
110121,20,20
53935,4,4
62862,15,4
27983,4,25
44766,4,4
116013,4,1
105889,7,15
123342,7,7
117785,10,10
65631,11,4
47608,4,9
40598,4,4
15985,1,4
59161,10,10
34634,0,5
53563,3,11
100599,25,25
123578,23,4
44137,4,4
24167,20,13
40781,9,9
6456,1,1
88624,16,7
99816,16,25
93560,0,0
104275,30,7
70189,10,4
13814,2,4
99100,13,1
35556,26,4
23678,1,1
54865,0,5
56211,1,1
114731,9,4
56069,17,9
99213,25,25
45860,4,4
26024,26,4
1749,8,8
84012,25,25
37758,1,1
109666,6,22
108502,30,30
116073,20,3
40283,1,1
69056,1,1
37908,5,5
99877,19,4
44394,7,7
16667,4,4
44486,4,4
100205,6,22
15137,16,8
12078,4,4
98089,22,22
26693,20,20
68750,10,4
81346,19,16
72210,4,4
29308,4,4
24848,2,26
48439,15,15
36270,1,1
53005,19,4
56181,4,4
101557,10,10
108281,19,3
84315,12,12
20327,7,4
41207,4,4
89685,12,11
30909,25,25
54548,27,24
68180,10,1
8241,2,2
33838,4,4
47473,9,9
85056,4,4
15643,2,4
44136,9,9
34093,20,20
4568,2,10
21502,20,20
27759,20,30
59697,25,25
106954,0,4
105465,23,13
54088,11,4
40737,4,4
107704,25,25
105286,0,4
109670,1,4
91923,11,11
4832,8,5
34892,4,4
49244,10,10
45899,4,4
101854,4,4
7834,4,4
11334,4,4
190,4,4
3686,10,10
100860,4,4
43597,25,11
68808,5,22
38331,5,5
43138,8,8
69054,27,20
94225,10,10
113994,23,4
9430,25,20
47933,26,28
110755,15,3
92745,25,25
55865,20,20
27555,7,20
123617,15,9
31844,0,25
8683,4,4
38434,4,4
26750,26,4
55457,22,7
109062,28,26
102815,24,24
95181,10,10
1852,4,4
4280,4,4
8074,1,1
36858,1,1
43836,26,30
12064,1,1
41134,6,4
29451,6,4
105438,0,0
62921,20,20
36053,21,7
71335,4,4
109146,4,11
14731,4,4
9286,8,20
63022,11,4
50744,20,3
19534,4,4
47825,16,7
108131,19,15
108478,0,25
53055,10,10
83225,12,25
89240,25,25
112194,25,25
81866,6,4
38831,8,1
2132,7,1
16785,9,7
56014,9,9
65650,4,4
17708,18,4
123625,10,10
90154,23,23
39261,4,11
35937,4,4
72038,4,4
9561,1,1
68992,24,24
2439,4,4
123965,4,26
27842,1,1
50944,24,24
16095,7,4
108143,30,3
114751,11,4
121146,4,4
93374,11,11
43141,27,20
39053,4,17
26320,15,4
48107,27,1
2375,6,4
40762,4,7
115323,24,25
94265,13,13
68933,4,0
115519,28,4
106755,27,7
36075,4,4
16100,1,1
71970,4,23
40346,3,9
90117,16,20
48286,1,4
50312,1,1
122148,6,1
57783,4,4
17785,4,4
48946,28,4
118546,1,25
78685,1,7
73610,5,7
2448,4,4
54605,10,1
14000,20,20
104784,1,1
39145,5,16
16814,24,1
26454,4,13
56412,29,7
91768,0,9
75819,1,1
37176,6,9
54274,25,10
68964,20,20
116063,13,13
25254,2,4
54719,9,9
92291,4,4
43046,1,1
79447,10,9
108015,4,4
41640,0,0
24314,4,4
110080,27,1
54960,4,4
69418,16,16
14121,4,4
4927,2,0
11832,4,4
58426,25,25
120184,4,4
93125,25,7
10843,2,28
54876,1,1
84893,27,1
53689,11,11
46071,26,26
119487,1,1
108324,4,4
16018,2,2
48654,4,4
104633,11,11
50392,1,1
47297,14,11
118625,10,10
17380,4,4
19185,14,9
106500,8,22
119976,8,1
19161,4,4
66997,4,4
16861,23,23
54015,8,1
31148,4,4
37291,4,4
84038,24,24
112535,10,10
43106,4,4
112022,1,1
96403,0,4
86592,1,1
1275,0,4
11893,4,26
9937,3,4
81693,4,4
49405,26,26
119138,4,4
37578,22,4
7765,1,1
27845,6,1
44861,4,4
59684,19,4
59079,11,11
91139,25,7
37686,4,4
56534,14,25
84298,14,4
47721,8,8
16245,4,4
78951,1,1
75901,4,4
124803,23,23
3617,2,28
97402,12,11
47472,21,30
92671,15,15
123197,15,15
39297,20,20
34158,1,1
74132,7,25
30018,1,1
76978,4,4
3161,8,1
53671,15,15
22364,4,4
56695,4,4
19927,4,4
52099,4,0
23261,2,1
84415,0,26
117211,18,3
21084,13,4
27362,4,4
34987,13,4
117909,13,5
63272,11,11
37130,20,20
69771,6,4
106938,25,29
110428,20,24
53007,10,0
90310,29,25
67463,21,7
54871,16,23
10025,25,4
92976,15,4
104861,25,20
39699,23,11
24990,4,4
5649,4,4
121337,8,1
23865,25,25
59996,1,4
74834,1,1
14267,25,4
72710,19,3
86599,25,4
65011,3,24
95996,16,16
28729,26,4
70521,13,1
60547,23,13
108260,28,6
19000,6,6
34238,5,8
79840,11,4
80737,1,1
45323,23,23
70790,20,5
95009,1,8
80979,26,26
97574,15,7
45951,27,20
77498,4,4
38269,1,4
12734,4,4
26449,13,13
80830,26,4
75957,23,16
33940,5,1
57990,1,1
97647,1,8
52699,4,4
45142,1,1
35984,26,4
76395,27,20
21854,4,4
77033,4,4
88684,1,8
93378,29,1
5908,10,10
22182,8,1
121333,30,9
19757,11,4
114823,23,25
123619,12,4
66575,11,4
50395,10,30
73138,23,11
22349,9,9
100083,25,20
96725,22,7
1025,4,13
2687,8,4
109895,28,3
89275,5,10
75424,0,0
64163,4,4
8693,3,4
45067,4,26
87247,4,4
114493,19,6
59014,11,11
113982,7,7
36865,4,4
41796,4,4
13653,1,4
48082,8,8
1807,4,4
89875,23,16
43795,4,4
94295,20,10
19376,4,4
54958,6,1
54234,22,22
89078,28,25
124186,4,4
123740,11,11
989,8,8
12700,4,26
118397,28,28
15321,0,10
41077,21,7
8034,6,10
81340,6,4
60717,5,5
9341,1,1
122569,8,8
48970,4,4
99933,4,11
17689,21,4
50330,10,8
82519,4,4
17567,25,10
3804,4,4
14298,4,15
55056,29,29
44051,4,4
120669,1,4
19025,1,1
37164,4,26
124555,15,7
120709,13,8
110846,4,4
47008,0,4
86291,8,1
15275,4,4
20072,1,1
55632,26,26
51867,11,11
2989,13,1
64035,24,25
4545,1,1
116166,1,1
6330,4,4
21761,24,24
55889,11,4
86320,15,4
25452,26,2
86901,4,4
51062,17,10
64070,1,1
3945,9,4
13938,16,26
56854,4,4
80293,15,15
4878,1,1
52502,5,4
85902,10,10
98010,25,11
81375,4,4
31119,26,26
102669,0,6
13087,9,9
124686,4,4
7682,2,4
77016,8,1
79969,13,17
49143,4,13
1820,14,4
73989,0,4
52825,4,4
112330,12,12
34231,4,4
31737,4,4
81524,4,4
107618,25,25
33413,4,4
51809,11,11
55605,1,1
105837,4,6
35839,20,20
23609,4,4
43624,1,1
27537,17,4
78153,13,4
62954,4,1
79274,4,3
86782,1,25
97044,9,9
56934,13,13
81683,1,1
31550,26,26
37898,26,4
74105,16,16
25546,2,26
109740,4,4
108709,4,4
103095,28,4
42288,4,3
105624,22,7
13858,20,20
123947,4,11
11541,22,22
102889,4,4
107073,25,25
19284,9,9
74929,6,9
93605,29,20
26094,5,24
76583,25,25
83837,4,4
75245,1,1
42815,25,1
8684,9,9
29561,11,4
63650,4,4
36962,4,4
92147,3,20
123321,24,24
53057,13,13
89251,12,7
37722,8,3
63802,4,4
114677,11,11
36908,4,4
12799,8,1
44578,8,1
102143,25,25
53056,9,9
14875,4,4
59456,4,9
13506,25,25
103788,29,20
43708,8,8
67232,4,4
24804,20,25
18379,4,11
55492,9,10
54092,26,26
21898,25,4
35420,8,10
62748,1,1
22519,24,24
108033,4,30
28744,10,10
52820,1,8
83202,21,1
59462,10,10
7027,9,9
47590,4,4
67693,1,4
100987,3,3
4083,1,1
107432,27,10
29728,8,6
93719,18,3
52811,4,4
3113,9,9
38543,4,4
69523,27,20
43122,4,4
20068,4,4
90261,28,16
72859,26,26
9358,9,15
18265,4,4
42102,6,1
949,4,4
13101,4,25
65682,1,30
29772,23,3
79505,20,1
4129,6,4
69094,20,1
50520,1,4
74450,11,24
41533,7,25
41038,4,4
54991,4,10
56587,6,6
98334,7,11
85396,1,13
113520,8,13
52403,4,4
97385,11,11
114864,4,4
119343,8,9
75106,27,25
2783,2,4
90295,7,25
90468,12,7
80607,25,1
81643,29,5
78289,4,8
64677,4,4
24338,0,4
186,10,10
89437,6,23
103114,12,12
89416,27,1
122313,11,11
6266,10,4
93585,13,11
98427,7,25
67760,10,5
79394,4,4
42751,1,21
55507,4,9
77626,1,1
52782,4,4
88775,4,23
45535,6,6
17965,12,15
116427,16,16
92923,24,24
65513,1,5
72738,0,0
119820,24,24
84642,26,26
33480,8,8
82442,24,24
55418,20,20
2685,8,1
95650,9,9
96527,4,0
5595,4,1
42509,17,6
114176,8,13
106057,4,9
120013,28,1
113575,9,9
4851,4,4
57269,4,4
86247,9,9
47412,15,15
124070,9,1
57368,25,25
76157,4,4
87689,4,9
40165,26,4
123409,0,28
106378,4,4
33456,22,4
18000,4,4
29221,4,4
112045,1,1
15152,4,4
60836,4,4
80086,6,3
46044,8,8
75968,23,7
115224,30,6
39609,4,1
24499,4,4
95274,9,25
82350,4,4
51264,26,7
73033,14,25
8696,1,1
9994,8,1
39168,4,4
109024,1,1
122183,23,3
95921,29,12
41509,9,9
82835,11,9
82973,5,4
107272,30,1
65044,4,4
70516,1,4
72385,4,4
2271,6,4
122290,30,1
102902,4,4
13915,4,4
77308,4,13
86305,1,1
47570,17,9
23062,9,4
41695,4,4
15594,6,6
120719,22,5
2285,7,1
34809,20,20
82111,1,20
109932,3,6
68420,4,4
67358,4,4
86749,11,11
105085,6,6
21240,7,22
37837,15,3
85253,17,26
6597,1,1
91842,20,22
109280,6,6
76219,1,1
64901,8,25
83643,4,1
11796,4,4
90180,1,1
18491,9,9
1002,2,4
87869,12,7
90338,25,25
113141,1,4
6232,1,1
4813,2,2
48019,0,0
110512,3,7
18400,9,4
57206,11,11
120756,10,10
20500,4,4
45947,17,1
107064,4,6
39972,27,25
19013,7,4
10790,9,0
7876,4,1
33308,4,4
102377,4,4
119880,23,25
63316,4,4
19555,4,4
66306,20,1
94703,1,29
95487,12,11
41974,26,26
36354,20,20
54536,5,5
45697,22,7
86139,21,1
67668,4,4
90552,4,4
60239,11,25
11404,9,9
38264,20,7
124053,25,7
25007,1,1
100644,4,4
123275,25,25
100818,25,4
52472,24,8
10341,5,10
93777,28,25
63916,6,6
30818,24,4
2062,1,1
30515,7,1
110075,7,1
111918,9,9
37546,26,4
37390,1,1
64812,12,20
37511,4,4
71583,1,1
77094,5,5
105105,12,3
107342,4,4
68852,1,1
105629,15,8
101829,29,11
58443,1,1
118370,11,3
65692,4,4
10744,2,15
44817,4,4
62262,4,4
6432,4,4
11778,10,10
12753,3,15
117675,4,9
24672,4,4
25417,4,6
56508,26,7
68129,4,4
110248,1,1
123955,3,7
72241,26,4
80349,20,20
40202,4,4
95160,3,28
62840,26,26
43186,26,4
90776,22,22
38359,6,9
118495,0,20
83134,8,8
124931,4,1
44540,1,1
63517,9,9
70395,26,26
41314,11,11
62757,10,10
100678,1,1
91421,28,28
23207,25,6
71069,4,23
124436,15,4
51614,4,4
123093,25,25
29358,4,4
16816,16,13
2888,4,4
78244,15,4
82771,26,26
95781,13,26
70397,4,4
18041,15,30
116491,28,26
100789,10,10
90663,11,25
24991,4,4
83907,10,10
57447,25,25
106517,1,7
33360,1,1
80256,9,9
112381,30,10
17877,23,4
49321,20,20
64664,4,25
97949,1,1
121460,30,20
78855,4,4
41810,4,4
6091,4,13
7515,9,9
91172,7,4
72935,6,1
124674,3,6
29294,11,4
117888,19,4
81360,27,25
90300,20,27
114748,25,25
68401,4,4
95484,12,11
120663,11,25
122690,7,7
71866,4,11
16695,13,7
99036,16,25
3701,4,4
65969,4,4
85964,15,13
109679,0,0
85080,16,24
1424,1,1
65586,4,4
69223,4,26
66667,1,10
58487,25,4
88331,0,0
97880,20,20
2401,18,4
58626,3,13
88549,19,3
120653,11,11
32987,20,20
96023,22,22
4064,4,3
61655,23,8
28640,26,26
123687,15,9
1586,4,6
100385,16,23
104424,25,25
1107,4,4
117929,15,15
122145,28,26
69960,4,4
95272,25,25
17006,2,26
37585,4,4
47957,6,6
109712,4,13
106628,11,11
15513,25,25
84696,23,5
38806,25,5
4281,2,4
41463,1,8
54372,23,4
121192,11,11
66212,1,1
59088,4,4
38691,20,30
60320,14,4
115696,16,4
91870,11,11
98131,28,4
171,1,1
121561,7,22
45010,1,1
59109,25,25
15832,4,6
93041,3,23
51292,1,8
46130,4,4
8954,4,4
12250,4,4
80679,4,6
86996,4,4
98466,13,4
118995,28,28
69547,4,23
46191,4,4
22675,6,0
44365,4,4
115795,4,4
37270,4,6
54805,10,10
93992,8,4
67521,4,4
92183,27,3
118801,4,4
29568,1,22
45544,9,4
1522,1,1
24728,1,1
39622,19,3
86935,4,4
113983,25,25
119133,29,25
107380,4,28
117030,23,23
31895,4,4
31689,8,8
7104,6,1
95546,4,6
103101,27,25
70159,14,4
85494,4,4
6763,2,4
76728,20,1
29981,7,7
93048,22,4
74009,13,26
74808,10,10
65804,6,1
13314,4,4
86385,25,25
3059,6,4
116528,11,11
117223,17,10
67176,10,16
25965,12,23
105799,4,4
6062,1,1
40110,1,1
68940,23,4
59646,7,1
89246,0,0
17983,24,24
75960,1,22
12640,15,4
6270,1,10
122973,25,11
42433,15,6
81347,11,9
80902,4,4
89498,17,3
30686,1,1
32610,5,1
73200,4,4
74204,4,1
9789,2,4
76070,8,16
14532,9,4
35323,4,4
21678,13,13
24456,1,9
108136,1,1
41890,4,4
16367,2,4
99562,1,1
62687,11,23
110661,3,4
18338,4,4
25057,23,4
102433,4,1
46872,4,4
70045,1,1
102303,4,25
37740,1,0
92157,24,25
15750,4,4
117314,19,7
75161,4,4
50567,26,28
91364,27,20
22520,2,26
47169,4,4
60511,4,4
9155,24,24
52149,4,4
713,1,1
44967,4,4
33137,9,6
54926,4,4
13098,7,1
64281,25,25
103721,1,0
112358,4,4
55587,21,30
93497,4,4
51563,11,11
21062,4,4
109604,4,4
65493,26,26
88142,4,4
1449,1,1
121885,0,0
100618,4,4
10654,4,4
85671,10,1
39717,8,4
79427,1,8
23024,4,4
99409,9,9
89596,1,1
55893,27,13
60893,1,1
23335,4,4
100908,0,4
23285,4,4
49735,26,4
70866,4,4
17214,4,4
24008,13,13
60525,23,4
31069,8,8
24852,9,1
74014,5,5
28083,8,8
15110,4,4
102195,13,13
37852,30,1
22404,1,4
58554,11,4
40872,4,4
101633,7,20
24545,3,4
41007,25,25
76520,4,4
110401,25,25
114398,7,7
1860,4,4
114719,4,4
59360,1,4
87289,6,7
88650,12,7
77887,26,4
18657,4,4
68609,26,9
20603,4,4
28021,9,9
29776,26,26
90114,4,4
61428,11,4
79127,15,15
111152,15,15
1387,7,1
56727,4,25
44922,5,30
119971,20,3
104075,28,26
80324,26,4
77370,1,1
24828,15,15
25400,13,4
56637,4,4
4050,4,13
122010,4,23
117811,1,1
10765,4,25
73060,1,6
111753,4,4
122433,29,25
54759,0,4
75031,1,1
72513,25,8
119757,25,25
30754,6,7
87130,4,4
53524,4,4
108176,1,7
84060,13,13
5748,10,10
37364,6,4
48748,12,7
25742,1,1
2442,4,4
98684,12,12
50778,9,9
64970,16,16
119495,10,10
121629,29,25
6537,4,4
50671,20,25
64779,4,4
2938,4,4
48772,26,26
64615,1,25
101118,28,4
106799,19,3
46005,27,11
95438,3,11
82703,1,9
16429,4,4
114935,9,9
87349,20,9
64625,1,1
109924,25,20
100429,25,11
76694,4,4
77894,4,4
117968,13,26
56304,4,4
105728,0,6
46581,26,26
76879,6,1
38080,9,9
94513,4,4
49196,4,4
65420,5,5
35213,26,26
119706,12,12
24181,9,15
88157,27,11
89372,25,7
22992,4,4
26683,1,4
29625,26,15
118804,23,7
73621,3,20
87473,6,4
119106,23,23
121053,0,0
97337,23,3
78216,4,4
399,4,4
95693,1,1
123689,30,1
78965,10,10
83742,16,7
37730,6,1
6203,1,1
78728,10,4
9026,8,4
35823,4,4
20980,2,26
34466,4,4
23282,20,1
51558,1,1
20508,9,4
120019,23,25
63433,14,14
74730,26,4
7077,1,1
106838,12,4
34119,4,4
23697,4,4
29489,8,13
108092,25,25
23469,20,15
46856,6,10
68556,25,20
104342,15,15
1146,4,11
35563,3,1
25148,23,11
2756,1,1
82332,9,9
56106,15,9
6404,5,5
52531,4,4
112926,4,0
6767,4,4
29964,6,6
82547,1,1
76683,4,4
112974,25,30
97122,0,25
108246,1,25
55888,26,26
83051,9,4
8518,21,1
62773,7,4
86565,28,28
78560,19,25
14825,4,4
122457,4,4
74664,16,20
71924,7,5
102310,15,20
27212,18,4
45171,4,4
109502,25,25
13235,7,7
87396,4,4
74026,1,4
91416,10,10
19218,1,1
16884,4,4
25582,2,26
9187,13,1
13896,22,5
3842,4,4
103685,25,11
13370,1,1
52353,0,4
12456,4,4
100466,4,4
92110,18,4
74438,8,8
51193,6,4
31717,7,7
16986,22,1
106923,20,3
111014,30,30
105151,8,20
120716,4,3
103403,30,30
49169,22,22
64492,9,9
116760,10,22
27942,4,1
20441,25,25
63028,1,1
84027,26,26
33740,20,20
72334,24,24
96456,20,20
63120,4,7
120998,11,5
31255,4,4
101201,28,4
81097,1,1
60677,25,25
57011,6,10
30317,12,20
39002,26,26
51068,6,6
81021,4,9
58069,26,11
33584,17,1
62266,4,4
34107,6,6
97262,23,30
62111,27,20
51251,10,10
90645,28,0
51144,10,10
66849,5,7
23771,25,25
34007,26,0
66035,0,0
51261,9,4
95544,20,7
89327,24,11
25779,20,20
51266,10,10
67548,14,4
42834,4,4
5348,2,26
94868,3,15
75938,1,1
72164,26,1
98749,4,4
107198,16,5
38412,4,4
113228,4,4
15974,11,11
32015,4,4
82449,16,25
15477,19,4
121658,12,12
47925,4,4
42504,6,6
36254,4,4
43486,1,1
1284,4,4
14471,2,26
101063,28,4
13139,18,3
62390,4,4
53597,1,1
17867,23,4
2137,0,6
120418,15,10
22994,6,0
86197,20,5
45446,1,1
100313,22,7
94770,7,25
55287,11,11
88502,4,5
120865,1,1
8600,5,4
44129,1,1
119765,13,5
81173,1,1
87607,15,6
47858,3,3
29130,4,4
116840,1,1
39778,4,4
3167,4,4
96737,28,26
55666,26,26
121758,4,25
78448,26,26
54076,26,4
84353,6,4
119073,11,25
31026,24,1
5579,17,6
72092,12,12
35741,21,4
109245,25,25
84233,4,4
10791,1,1
84708,4,4
76321,11,11
82477,4,1
108774,12,24
13134,4,4
